"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BLACK KEYS Lonely Boy",1887,-2,53,-17,8.523,-0.139,60,"--",1,1889,963,8.662
2,"=","COLDPLAY Paradise",1500,-4,-95,13,7.82,-0.082,102,"36",1,1757,369,8.687
3,"=","YOUNG THE GIANT Cough Syrup",1463,-6,22,-10,6.23,0.009,174,"379",2,1513,155,6.337
4,"=","BUSH The Sound Of Winter",1280,-15,19,-28,7.789,0.01,154,"536",1,1806,344,9.58
5,"=","FOO FIGHTERS These Days",1261,2,84,-3,6.188,0.002,98,"--",5,1261,204,6.188
6,"=","SWITCHFOOT Dark Horses",1162,-18,-28,-2,4.245,-0.13,149,"--",5,1247,121,4.784
7,"=","RED HOT CHILI PEPPERS Monarchy Of Roses",1099,0,28,8,4.815,-0.007,70,"--",7,1099,191,4.822
8,"=","CAGE THE ELEPHANT Aberdeen",1059,-12,0,-18,3.734,-0.083,112,"--",7,1084,191,3.839
9,"=","FOO FIGHTERS Walk",1008,-19,-77,-4,5.61,-0.093,210,"497",1,2051,354,10.915
10,"=","SEETHER Tonight",999,-12,0,-23,4.479,-0.072,146,"358",9,1012,146,4.551
11,"=","CHEVELLE Face To The Floor",987,-13,-38,-14,4.096,-0.065,86,"--",9,1035,275,4.359
12,"=","BLINK 182 After Midnight",979,-6,-9,-10,4.274,-0.054,84,"--",11,998,147,4.465
13,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",812,-13,64,-42,3.26,-0.078,58,"197",13,826,213,3.446
14,"+1","FLORENCE + THE MACHINE Shake It Out",801,5,61,5,4.317,0.044,82,"--",14,801,148,4.317
15,"-1","FOSTER THE PEOPLE Helena Beat",797,-5,-29,8,3.918,-0.134,176,"413",7,1147,149,4.617
16,"=","AWOLNATION Not Your Fault",769,1,60,1,2.353,-0.039,88,"783",16,769,122,2.393
17,"=","RISE AGAINST Satellite",685,20,118,-1,3.225,0.033,51,"--",17,685,189,3.225
18,"=","GROUPLOVE Colours",619,-19,-150,1,2.108,-0.18,146,"--",12,962,122,3.41
19,"=","NAKED AND FAMOUS Punching In A Dream",559,-6,-48,1,1.888,-0.086,130,"969",17,660,105,2.013
20,"+1","FUN We Are Young",460,6,80,-16,1.806,0.021,35,"151",20,460,124,1.806
21,"+1","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",459,5,27,2,1.826,0.059,68,"--",20,460,106,1.826
22,"-2","GOTYE Somebody That I Used To Know",458,2,94,-25,2.17,0.02,21,"--",20,458,175,2.17
23,"=","AIRBORNE TOXIC EVENT All I Ever Wanted",425,-1,-30,16,1.151,-0.035,122,"--",19,542,108,1.714
24,"=","GROUPLOVE Tongue Tied",405,2,85,-17,1.839,-0.019,15,"215",24,405,194,1.916
25,"+1","CAKE Mustache Man (Wasted)",397,-3,4,3,0.91,-0.019,54,"--",24,400,87,0.932
26,"-1","EVERLAST I Get By",391,-11,-18,-12,0.967,-0.059,123,"--",22,445,53,1.508
27,"=","EVANESCENCE What You Want",377,-1,-45,7,1.754,-0.014,135,"--",16,762,238,2.813
28,"=","JANE'S ADDICTION Underground",359,1,28,1,0.601,-0.001,39,"--",26,359,106,0.602
29,"=","JOY FORMIDABLE Heavy Abacus",303,-2,21,-8,0.773,-0.008,37,"--",27,308,78,0.782
30,"=","NEON TREES Everybody Talks",249,-1,25,-18,0.736,-0.027,14,"148",30,250,183,0.858
31,"=","AVENGED SEVENFOLD Buried Alive",248,0,7,-5,0.681,-0.005,86,"612",30,248,46,0.686
32,"=","M83 Midnight City",238,0,15,0,1.167,-0.019,26,"196",31,238,96,1.383
33,"=","ADELE Set Fire To The Rain",188,0,8,-1,0.506,0.023,29,"5",33,188,84,0.506
34,"+1","311 Count Me In",186,5,-8,16,0.846,-0.004,71,"--",29,234,77,0.92
35,"-1","SILVERSUN PICKUPS Broken Bottles",181,-6,23,-19,0.584,-0.037,13,"--",33,193,73,0.822
36,"=","OF MONSTERS AND MEN Little Talks",172,1,24,-1,0.619,-0.021,20,"--",36,172,33,0.646
37,"=","NICKELBACK Bottoms Up",169,-1,0,1,0.332,0.004,88,"--",33,290,145,1.393
38,"=","MASTODON Curl Of The Burl",165,-4,-11,-2,0.463,-0.008,76,"--",35,190,49,0.528
39,"=","A DAY TO REMEMBER It's Complicated",160,-2,8,-4,0.399,-0.012,30,"--",37,164,34,0.424
40,"+1","MUTEMATH Blood Pressure",144,3,-37,24,0.167,-0.011,110,"--",26,318,74,0.599
41,"-1","SLEEPER AGENT Get It Daddy",136,-5,-39,1,0.555,0.009,158,"--",22,437,60,0.949
42,"+1","FRAY Heartbeat",131,1,6,3,0.208,-0.012,47,"92",42,181,90,0.832
43,"-1","FIVE FINGER DEATH PUNCH Remember Everyth...",126,-5,-11,-9,0.332,0.007,19,"474",42,141,51,0.352
44,"+1","VOLBEAT A Warrior's Call",112,3,28,-4,0.361,0.019,6,"500",44,112,46,0.361
45,"+1","STAIND Eyes Wide Open",108,2,27,0,0.382,0.004,7,"--",45,108,27,0.382
46,"-2","BAND OF SKULLS Sweet Sour",103,-9,13,-20,0.169,-0.071,7,"--",44,117,61,0.266
47,"=","KNUX Razorblade",102,-2,2,6,0.061,-0.008,32,"--",47,125,27,0.188
48,"=","KASABIAN Days Are Forgotten",102,-2,-10,3,0.123,-0.009,65,"--",43,159,41,0.272
49,"+1","THEORY OF A DEADMAN Bitch Came Back",98,2,1,4,0.473,0.005,7,"490",48,100,7,0.482
50,"-1","TWO DOOR CINEMA CLUB Undercover Martyn",97,-3,-22,2,0.158,-0.009,32,"--",44,132,33,0.277
