"Title","Artist","Spins"
"Demons","IMAGINE DRAGONS",2084
"Royals","LORDE",2017
"Safe And Sound","CAPITAL CITIES",1951
"Sweater Weather","NEIGHBOURHOOD",1933
"Harlem","NEW POLITICS",1652
"Out Of My League","FITZ & THE TANTRU...",1630
"Ways To Go","GROUPLOVE",1524
"If So","ATLAS GENIUS",1439
"Radioactive","IMAGINE DRAGONS",1427
"Came Back Haunted","NINE INCH NAILS",1288
"Get Lucky","DAFT PUNK",1232
"Pompeii","BASTILLE",1215
"Mind Your Manners","PEARL JAM",1154
"Supersoaker","KINGS OF LEON",1052
"Elephant","TAME IMPALA",1017
"Trying To Be Cool","PHOENIX",1001
"King And Lionhear...","OF MONSTERS AND M...",833
"Purple Yellow Red...","PORTUGAL. THE MAN",692
"Babel","MUMFORD & SONS",685
"Diane Young","VAMPIRE WEEKEND",561
"Up In The Air","THIRTY SECONDS TO...",561
"Hurricane","MS MR",542
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",528
"FKARND","PEPPER",519
"There's No Going ...","SICK PUPPIES",465
"Dreaming","SMALLPOOLS",459
"My Number","FOALS",427
"Right Action","FRANZ FERDINAND",403
"Cabin By The Sea","DIRTY HEADS",395
"Hail To The King","AVENGED SEVENFOLD",385
"Dots And Dashes (...","SILVERSUN PICKUPS",385
"Follow Me","MUSE",366
"Chocolate","THE 1975",349
"City Of Angels","THIRTY SECONDS TO...",301
"Same Love f/Mary ...","MACKLEMORE & RYAN...",290
"This Disorder","FEATURES",286
"Hearts Like Ours","NAKED AND FAMOUS",254
"Out Of Time","STONE TEMPLE PILO...",250
"I Love You","SAID THE WHALE",233
"The Phoenix","FALL OUT BOY",216
"Way We Move","LANGHORNE SLIM",198
"Submarines","LUMINEERS",195
"St. Croix","FAMILY OF THE YEA...",180
"Pumpin Blood","NONONO",170
"Bleed Out","BLUE OCTOBER",169
"Follow My Feet","UNLIKELY CANDIDAT...",160
"Hey Girl","IAMDYNAMITE",148
"Wild","ROYAL TEETH",144
"Lightning Bolt","JAKE BUGG",137
"Tessellate","ALT-J",134
