"Title","Artist","Spins"
"Stolen Dance","MILKY CHANCE",2918
"Riptide","VANCE JOY",2606
"Left Hand Free","ALT-J",2220
"Take Me To Church","HOZIER",2152
"Dangerous f/Joywave","BIG DATA",2004
"Back To The Shack","WEEZER",1978
"Flaws","BASTILLE",1646
"My Sweet Summer","DIRTY HEADS",1506
"Gotta Get Away","BLACK KEYS",1459
"Centuries","FALL OUT BOY",1386
"Trainwreck 1979","DEATH FROM ABOVE 1979",1287
"I'm Only Joking","KONGOS",1250
"Yellow Flicker Beat","LORDE",1176
"A Sky Full Of Stars","COLDPLAY",1120
"Weekend","PRIORY",1093
"Mind Over Matter","YOUNG THE GIANT",1066
"Cigarette Daydreams","CAGE THE ELEPHANT",876
"Habits (Stay High)","TOVE LO",832
"Desire","MEG MYERS",824
"Agora","BEAR HANDS",756
"Rollercoaster","BLEACHERS",742
"R U Mine?","ARCTIC MONKEYS",680
"Fools Gold","FITZ & THE TANTRUMS",665
"Do Or Die","THIRTY SECONDS TO MARS",598
"Everywhere I Go (Kings &...","NEW POLITICS",580
"Shut Up And Dance","WALK THE MOON",562
"The Only Way Out","BUSH",546
"I Don't Want To Be Here ...","RISE AGAINST",534
"All The Rage Back Home","INTERPOL",485
"Beware The Dog","GRISWOLDS",480
"Beggin For Thread","BANKS",442
"The Miracle (Of Joey Ramone)","U2",371
"Figure It Out","ROYAL BLOOD",354
"Cool Kid","THE EERIES",323
"Tongues","JOYWAVE",323
"Heart And Soul","TWIN ATLANTIC",322
"All Of The People","PANAMA WEDDING",294
"Would You Fight For My Love?","JACK WHITE",290
"Do You","SPOON",289
"Budapest","GEORGE EZRA",259
"Work It Out","KNOX HAMILTON",259
"Mother & Father","BROODS",242
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",240
"Gooey","GLASS ANIMALS",223
"Cool Kids","ECHOSMITH",223
"Happy Idiot","TV ON THE RADIO",222
"Bad Habit","KOOKS",197
"Room To Breathe","YOU ME AT SIX",178
"Silhouettes","COLONY HOUSE",168
"All This Could Be Yours","COLD WAR KIDS",133
