"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","GOTYE Somebody That I Used To Know",1915,"+28",164,"-22",9.227,"-0.102",77,"--",1,1915,270,9.329
2,"-1","BLACK KEYS Lonely Boy",1871,"-48",-130,"-54",8.932,"-0.163",116,"--",1,2170,963,11.053
3,"=","FOO FIGHTERS These Days",1424,"-16",-172,"-21",6.537,"-0.152",154,"430",2,1683,204,8.614
4,"=","AWOLNATION Not Your Fault",1418,"+31",132,"+16",5.417,"+0.180",144,"262",4,1418,132,5.417
5,"=","FUN We Are Young",1412,"+30",192,"-11",6.618,"+0.156",91,"4",5,1412,229,6.618
6,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1261,"+4",38,"-17",4.384,"-0.089",114,"94",6,1262,213,4.622
7,"=","RISE AGAINST Satellite",1204,"+2",97,"-6",5.199,"-0.163",107,"815",7,1204,189,5.449
8,"=","YOUNG THE GIANT Cough Syrup",1161,"-21",-95,"-29",5.169,"-0.305",230,"294",2,1548,155,7.059
9,"=","COLDPLAY Paradise",1062,"-21",-101,"-6",5.908,"-0.235",158,"15",1,1757,369,8.687
10,"=","CHEVELLE Face To The Floor",1057,"-1",-23,"-8",4.947,"-0.013",142,"--",8,1103,275,5.372
11,"=","GROUPLOVE Tongue Tied",969,"+0",83,"-32",3.877,"-0.092",71,"247",11,969,194,3.991
12,"=","FLORENCE + THE MACHINE Shake It Out",853,"-14",-69,"-25",3.962,"+0.020",138,"--",11,949,148,4.817
13,"=","M83 Midnight City",839,"-2",58,"-16",3.239,"-0.189",82,"169",13,841,167,3.714
14,"=","BLINK 182 After Midnight",748,"-27",-177,"-10",3.192,"-0.271",140,"--",8,1064,147,4.66
15,"=","CAGE THE ELEPHANT Aberdeen",719,"-8",-133,"+26",3.087,"+0.035",168,"--",6,1164,191,4.457
16,"=","SHINEDOWN Bully",692,"+10",9,"+6",2.296,"-0.057",45,"--",16,697,360,2.46
17,"=","JACK WHITE Love Interruption",641,"+17",109,"-27",2.222,"-0.012",19,"423",17,641,377,2.269
18,"=","NEON TREES Everybody Talks",608,"+1",39,"-13",2.135,"+0.042",70,"924",17,608,183,2.135
19,"=","OF MONSTERS AND MEN Little Talks",570,"+8",69,"-10",1.848,"-0.009",76,"--",19,570,114,1.857
20,"=","BUSH Baby Come Home",551,"-4",76,"-30",2.134,"-0.029",27,"--",19,555,166,2.206
21,"=","SHINS Simple Song",514,"-12",-1,"-27",1.6,"-0.106",39,"731",20,530,282,1.812
22,"=","COLDPLAY Charlie Brown",508,"+5",56,"-20",1.935,"-0.139",35,"925",22,508,147,2.12
23,"+1","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",454,"-2",-13,"+2",1.747,"-0.037",124,"--",20,488,106,2.003
24,"-1","RED HOT CHILI PEPPERS Monarchy Of Roses",454,"-19",-186,"+23",1.598,"-0.081",126,"--",5,1307,191,5.466
25,"=","CAKE Mustache Man (Wasted)",432,"+3",-10,"-4",1.252,"-0.037",110,"--",21,451,87,1.366
26,"=","BLACK KEYS Gold On The Ceiling",382,"+17",93,"-13",2.17,"-0.050",32,"654",26,382,153,2.329
27,"=","JANE'S ADDICTION Underground",313,"-10",-40,"-2",0.593,"-0.021",95,"--",24,367,106,0.714
28,"=","FOXY SHAZAM I Like It",312,"+12",82,"-5",0.808,"+0.001",21,"--",28,312,88,0.829
29,"=","JOY FORMIDABLE Heavy Abacus",294,"+1",4,"+4",0.709,"-0.016",93,"--",25,338,78,0.908
30,"=","RED HOT CHILI PEPPERS Look Around",277,"+7",88,"-16",1.175,"-0.086",12,"--",30,277,134,1.261
31,"=","BAND OF SKULLS Sweet Sour",263,"+0",13,"+1",0.651,"+0.035",61,"--",29,263,64,0.716
32,"=","VOLBEAT A Warrior's Call",235,"+4",12,"+7",0.54,"+0.009",62,"270",30,235,46,0.55
33,"=","USED I Come Alive",212,"+5",26,"-1",0.509,"+0.022",27,"--",33,212,46,0.509
34,"=","SLEEPER AGENT Get Burned",207,"+8",29,"+4",0.353,"+0.016",34,"--",33,207,39,0.37
35,"=","SEETHER No Resolution",196,"+0",4,"-1",0.614,"-0.030",22,"--",33,204,58,0.683
36,"=","CIVIL TWILIGHT Fire Escape",192,"-2",28,"-11",0.612,"-0.051",29,"--",36,194,57,0.67
37,"=","FIVE FINGER DEATH PUNCH Remember Everyth...",191,"+6",22,"+9",0.531,"+0.020",75,"313",33,191,51,0.531
