"Title","Artist","Spins"
"Something From Nothing","FOO FIGHTERS",2760
"Take Me To Church","HOZIER",2641
"Stolen Dance","MILKY CHANCE",2627
"Left Hand Free","ALT-J",1919
"Flaws","BASTILLE",1852
"Centuries","FALL OUT BOY",1814
"Riptide","VANCE JOY",1779
"Dangerous f/Joywave","BIG DATA",1686
"I Bet My Life","IMAGINE DRAGONS",1619
"Shut Up And Dance","WALK THE MOON",1364
"Gotta Get Away","BLACK KEYS",1340
"Cigarette Daydreams","CAGE THE ELEPHANT",1331
"R U Mine?","ARCTIC MONKEYS",1329
"Yellow Flicker Beat","LORDE",1224
"Fools Gold","FITZ & THE TANTRUMS",1103
"Rollercoaster","BLEACHERS",1049
"Beggin For Thread","BANKS",1035
"Agora","BEAR HANDS",948
"Everywhere I Go (Kings &...","NEW POLITICS",885
"The Only Way Out","BUSH",879
"Figure It Out","ROYAL BLOOD",854
"I'm Only Joking","KONGOS",686
"Desire","MEG MYERS",672
"Back To The Shack","WEEZER",626
"The Miracle (Of Joey Ramone)","U2",607
"Cecilia And The Satellite","ANDREW MCMAHON IN WILDERNESS",539
"Budapest","GEORGE EZRA",525
"Every Breaking Wave","U2",489
"Kathleen","CATFISH AND THE BOTTLEMEN",464
"Trainwreck 1979","DEATH FROM ABOVE 1979",446
"Gooey","GLASS ANIMALS",414
"Bad Habit","KOOKS",389
"Long Way Down","ROBERT DELONG",378
"Tragedy + Time","RISE AGAINST",344
"Happy Idiot","TV ON THE RADIO",323
"Reflections","MISTERWIVES",304
"Sound Of Change","DIRTY HEADS",257
"Till It's Gone","YELAWOLF",239
"All This Could Be Yours","COLD WAR KIDS",238
"Cool Kids","ECHOSMITH",232
"Work It Out","KNOX HAMILTON",219
"Room To Breathe","YOU ME AT SIX",216
"All The Rage Back Home","INTERPOL",207
"Do You","SPOON",206
"Mother & Father","BROODS",185
"Final Masquerade","LINKIN PARK",180
"Being Beige","SMASHING PUMPKINS",171
"Violent Shiver","BENJAMIN BOOKER",150
"I Am Machine","THREE DAYS GRACE",147
"Wrong","AIRBORNE TOXIC EVENT",140
