"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",2049,"+31",0,"+30",10.357,"+0.481",104,"2",1,2103,270,10.357
2,"=","FUN We Are Young",1924,"+48",122,"+43",9.764,"+0.548",118,"1",2,1924,229,9.764
3,"=","AWOLNATION Not Your Fault",1464,"+32",25,"+38",6.136,"+0.153",171,"224",3,1498,132,6.341
4,"=","BLACK KEYS Lonely Boy",1415,"+60",-58,"+82",7.895,"+0.368",143,"--",1,2170,963,11.053
5,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1403,"+69",21,"+87",6.316,"+0.208",141,"122",5,1451,213,6.316
6,"=","GROUPLOVE Tongue Tied",1357,"+67",169,"+56",5.685,"+0.564",98,"162",6,1357,194,5.685
7,"=","FOO FIGHTERS These Days",1217,"+40",9,"+38",5.877,"+0.319",181,"548",2,1683,204,8.614
8,"+1","M83 Midnight City",1140,"+29",89,"+4",4.92,"+0.408",109,"109",8,1140,167,4.92
9,"-1","RISE AGAINST Satellite",1133,"-22",-71,"-28",4.494,"-0.072",134,"665",7,1238,189,5.579
10,"=","BLACK KEYS Gold On The Ceiling",1087,"+23",146,"-11",5.13,"+0.135",59,"148",10,1087,266,5.13
11,"=","YOUNG THE GIANT Cough Syrup",993,"+60",50,"+78",5.11,"+0.188",257,"125",2,1548,155,7.059
12,"=","JACK WHITE Love Interruption",903,"+35",42,"+28",3.158,"+0.006",46,"299",12,903,377,3.255
13,"=","OF MONSTERS AND MEN Little Talks",868,"+13",73,"+5",3.296,"+0.273",103,"--",13,868,114,3.296
14,"=","NEON TREES Everybody Talks",808,"+9",9,"+3",2.88,"+0.431",97,"35",14,808,183,2.88
15,"=","SHINEDOWN Bully",753,"+2",-2,"-2",2.951,"-0.049",72,"--",14,803,360,3.179
16,"=","COLDPLAY Paradise",729,"-2",-85,"+7",4.736,"+0.408",185,"32",1,1757,369,8.687
17,"+1","BUSH Baby Come Home",717,"+11",13,"+2",2.649,"+0.146",54,"--",17,729,166,2.851
18,"-1","RED HOT CHILI PEPPERS Look Around",714,"+3",11,"-4",2.339,"-0.060",39,"--",17,714,197,2.582
19,"=","SHINS Simple Song",704,"+25",72,"+28",2.197,"+0.172",66,"177",19,704,282,2.197
20,"=","COLDPLAY Charlie Brown",601,"+8",-2,"+4",2.981,"+0.336",62,"892",19,627,147,2.981
21,"=","FOXY SHAZAM I Like It",534,"-14",-24,"-11",1.476,"+0.030",48,"--",21,563,145,1.492
22,"=","IMAGINE DRAGONS It's Time",456,"+7",98,"-14",1.553,"+0.194",24,"--",22,456,134,1.553
23,"=","CIVIL TWILIGHT Fire Escape",322,"-4",11,"-14",1.174,"+0.198",56,"--",23,326,57,1.174
24,"=","USED I Come Alive",284,"+5",17,"+6",0.655,"-0.069",54,"--",24,284,56,0.801
25,"+1","SLEEPER AGENT Get Burned",255,"-2",5,"-8",0.682,"+0.115",61,"--",25,263,51,0.682
26,"+4","SWITCHFOOT Afterlife",235,"+5",82,"-6",0.858,"+0.199",10,"--",26,235,88,0.858
27,"-2","CHEVELLE Hats Off To The Bull",233,"-26",-1,"-25",0.748,"-0.021",20,"--",25,261,107,0.796
28,"+3","YOUNG THE GIANT Apartment",229,"-1",20,"+3",0.565,"+0.127",27,"--",28,230,60,0.565
29,"+4","BAND OF SKULLS Sweet Sour",229,"+5",4,"+12",0.679,"+0.021",88,"--",29,272,64,0.716
30,"+4","SANTIGOLD Disparate Youth",228,"+13",80,"+8",0.646,"-0.026",13,"525",30,228,80,0.672
31,"+1","MIDDLE CLASS RUT Are You On Your Way",222,"-7",-10,"-18",0.57,"-0.052",61,"--",30,232,56,0.642
32,"-5","SNOW PATROL Called Out In The Dark",217,"-38",-45,"-39",0.85,"+0.256",47,"150",27,263,65,0.85
33,"-5","SEETHER No Resolution",216,"-33",-18,"-40",0.602,"-0.032",49,"--",28,249,58,0.683
34,"+1","CAKE Mustache Man (Wasted)",213,"+9",-36,"+12",0.945,"+0.211",137,"--",21,451,87,1.366
35,"-6","KORN F/SKRILLEX/KILL THE NOISE Narcissis...",207,"-24",-64,"-17",0.681,"-0.122",151,"--",20,488,106,2.003
36,"+1","ANGELS AND AIRWAVES Surrender",185,"+8",-12,"+9",1.047,"+0.050",41,"--",35,199,54,1.145
37,"+2","WALK THE MOON Anna Sun",168,"-2",-8,"-10",0.39,"+0.018",20,"--",37,178,45,0.48
38,"+3","TWIN ATLANTIC Free",167,"+12",30,"+12",0.286,"+0.091",34,"--",38,167,37,0.286
39,"+1","ELECTRIC GUEST This Head I Hold",160,"+1",28,"-5",0.452,"-0.035",11,"874",39,160,33,0.487
40,"+4","EVE 6 Victoria",159,"+7",17,"+4",0.906,"+0.243",13,"--",40,159,81,0.906
41,"+1","BOMBAY BICYCLE CLUB Shuffle",158,"+3",-15,"+1",0.287,"+0.071",74,"--",40,173,38,0.393
42,"-6","REDLIGHT KING Bullet In My Hand",157,"-32",-29,"-32",0.412,"-0.080",153,"501",36,189,58,0.604
43,"=","JOY FORMIDABLE Heavy Abacus",148,"-6",-74,"+9",0.369,"-0.056",120,"--",25,338,78,0.908
44,"-6","FIVE FINGER DEATH PUNCH Remember Everyth...",146,"-28",-28,"-26",0.352,"+0.018",102,"201",33,210,51,0.534
45,"+2","KOOKS How'd You Like That",137,"+3",10,"+6",0.245,"+0.070",47,"--",44,140,42,0.245
46,"+2","SKRILLEX Bangarang",128,"-1",-18,"+4",0.271,"-0.039",36,"51",44,152,49,0.476
