"Title","Artist","Spins"
"First","COLD WAR KIDS",2751
"Ex's and Oh's","ELLE KING",2674
"Renegades","X AMBASSADORS",2656
"I Am","AWOLNATION",2068
"Could Have Been Me","THE STRUTS",1971
"Dreams","BECK",1638
"Different Colors","WALK THE MOON",1637
"Ship To Wreck","FLORENCE + THE MACHINE",1568
"2 Heads","COLEMAN HELL",1539
"The Ghosts Of Beverly Drive","DEATH CAB FOR CUTIE",1538
"S.O.B","NATHANIEL RATELIFF/NIGHTSWEATS",1469
"Tear In My Heart","TWENTY ONE PILOTS",1435
"The Wolf","MUMFORD & SONS",1332
"Outside","FOO FIGHTERS",1290
"Sedona","HOUNDMOUTH",1225
"Stressed Out","TWENTY ONE PILOTS",1150
"Electric Love","BORNS",1110
"Molecules","ATLAS GENIUS",1106
"Mercy","MUSE",1031
"Nightlight","SILVERSUN PICKUPS",976
"Don't Wait Up","ROBERT DELONG",976
"Outta My Mind","ARCS",931
"Mountain At My Gates","FOALS",858
"New Americana","HALSEY",787
"Fire And The Flood","VANCE JOY",571
"Leave A Trace","CHVRCHES",555
"Lemon Eyes","MEG MYERS",518
"The Ground Walks, With Time...","MODEST MOUSE",454
"R.I.P. 2 My Youth","NEIGHBOURHOOD",441
"Lydia","HIGHLY SUSPECT",440
"Now","JOYWAVE",403
"I Feel Love (Every Million...","THE DEAD WEATHER",401
"Roots","IMAGINE DRAGONS",382
"Blame It On Me","GEORGE EZRA",361
"Empire","OF MONSTERS AND MEN",350
"Cut The Cord","SHINEDOWN",314
"Nearly Forgot My Broken Heart","CHRIS CORNELL",304
"Young & Unafraid","MOTH & THE FLAME",294
"West End Kids","NEW POLITICS",286
"Black Mambo","GLASS ANIMALS",268
"Cold Cold Man","SAINT MOTEL",264
"Wherever You Go","SUBLIME WITH ROME",264
"Footsteps","POP EVIL",220
"Give Me A Try","WOMBATS",216
"Wolves","DREAMERS",204
"Angels Fall","BREAKING BENJAMIN",197
"Let It Go","JAMES BAY",169
"Gone","JR JR",167
"End Of The World","DIRTY HEADS",163
"Throne","BRING ME THE HORIZON",159
