"Title","Artist","Spins"
"Little Talks","OF MONSTERS AND MEN",1738
"Tongue Tied","GROUPLOVE",1682
"Gold On The Ceiling","BLACK KEYS",1649
"Burn It Down","LINKIN PARK",1583
"It's Time","IMAGINE DRAGONS",1496
"Some Nights","FUN.",1347
"Days Go By","OFFSPRING",1255
"Bloody Mary (Nerve E...","SILVERSUN PICKUPS",1188
"Somebody That I Used...","GOTYE",1169
"Anna Sun","WALK THE MOON",1131
"Too Close","ALEX CLARE",1117
"Midnight City","M83",1097
"Spread Too Thin","DIRTY HEADS",852
"Youth Without Youth","METRIC",789
"Ho Hey","LUMINEERS",712
"Hold On","ALABAMA SHAKES",645
"Hats Off To The Bull","CHEVELLE",625
"Sixteen Saltines","JACK WHITE",595
"45","GASLIGHT ANTHEM",566
"Afterlife","SWITCHFOOT",553
"Kill Your Heroes","AWOLNATION",522
"Eyes Wide Open","GOTYE",500
"Take A Walk","PASSION PIT",470
"No Light, No Light","FLORENCE + THE MACHI...",441
"Jump Into The Fog","WOMBATS",434
"Unity","SHINEDOWN",416
"Trojans","ATLAS GENIUS",386
"Headlights","MORNING PARADE",361
"Strange Attractor","ANIMAL KINGDOM",352
"Bridge Burning","FOO FIGHTERS",338
"Wait For Me","RISE AGAINST",323
"Live To Rise","SOUNDGARDEN",271
"Houdini","FOSTER THE PEOPLE",245
"This Head I Hold","ELECTRIC GUEST",239
"Little Black Submari...","BLACK KEYS",229
"Dedication","ROME",227
"Weatherman","DEAD SARA",220
"Reunion","M83",215
"Victoria","EVE 6",207
"The Celestials","SMASHING PUMPKINS",202
"Gimme Twice","THE ROYAL CONCEPT",201
"Lost In Forever","P.O.D.",194
"Survival","MUSE",146
"King And All Of His ...","WOLF GANG",143
"Away Frm U","OBERHOFER",141
"Here And Now","SEETHER",132
"How It Starts","FEATURES",130
"Lights","ELLIE GOULDING",120
"Figure It Out","SERJ TANKIAN",115
"Comeback","REDLIGHT KING",113
