"Title","Artist","Spins"
"Mess Around","CAGE THE ELEPHANT",3065
"Adventure Of A Lifetime","COLDPLAY",2793
"Stressed Out","TWENTY ONE PILOTS",2728
"Fire And The Flood","VANCE JOY",2338
"Mountain At My Gates","FOALS",2212
"First","COLD WAR KIDS",2199
"Trip Switch","NOTHING BUT THIEVES",2107
"Unsteady","X AMBASSADORS",1875
"Roots","IMAGINE DRAGONS",1705
"Thank God For Girls","WEEZER",1614
"Nightlight","SILVERSUN PICKUPS",1565
"Magnets f/Lorde","DISCLOSURE",1374
"Saint Cecilia","FOO FIGHTERS",1317
"Ditmas","MUMFORD & SONS",1295
"Victorious","PANIC! AT THE DISCO",1008
"High Dive","ANDREW MCMAHON IN WILDERNESS",980
"Gone","JR JR",921
"Ride","TWENTY ONE PILOTS",852
"Kiss This","THE STRUTS",852
"Under The Influence","ELLE KING",827
"Genghis Khan","MIIKE SNOW",794
"Spirits","THE STRUMBELLAS",743
"Give Me A Try","WOMBATS",646
"Love Me","THE 1975",594
"Woman Woman","AWOLNATION",584
"Nearly Forgot My Broken Heart","CHRIS CORNELL",569
"10,000 Emerald Pools","BORNS",553
"Cold Cold Man","SAINT MOTEL",549
"Wolves Without Teeth","OF MONSTERS AND MEN",402
"State Of My Head","SHINEDOWN",387
"Return To The Moon","EL VY",368
"Cry Baby","NEIGHBOURHOOD",328
"Walking On A Dream","EMPIRE OF THE SUN",281
"Destruction","JOYWAVE",231
"Brazil","DECLAN MCKENNA",227
"Dancing On Glass","ST. LUCIA",224
"Delilah","FLORENCE + THE MACHINE",213
"Girl Crush","NEW POLITICS",209
"7 Years","LUKAS GRAHAM",207
"Sikka Takin' The Hard Way","NEW BEAT FUND",195
"Sister Of Pearl","BAIO",192
"Bloodfeather","HIGHLY SUSPECT",173
"Let It Go","JAMES BAY",169
"Ways To Get High","POP EVIL",167
"In Your Arms","CHEF'SPECIAL",155
"Born Again Teen","LUCIUS",149
"Outcast","MAINLAND",148
"New Bohemia","TRANSVIOLET",136
"Shine A Light","BANNERS",121
"The Less I Know The Better","TAME IMPALA",102
