"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FOSTER THE PEOPLE Pumped Up Kicks",1692,1,47,-66,8.273,0.077,34,1,1692,265,8.273
2,"+1","DEATH CAB FOR CUTIE You Are A Tourist",1561,13,69,-29,6.566,0.133,34,2,1561,226,6.566
3,"-1","FOO FIGHTERS Rope",1523,-27,-293,-48,9.991,-0.097,34,1,2006,128,12.051
4,"=","INCUBUS Adolescents",1417,5,31,-34,8.477,-0.097,34,4,1417,162,8.791
5,"=","AIRBORNE TOXIC EVENT Changing",1275,-3,-8,-56,4.786,0.011,34,5,1304,191,5.581
6,"=","SUBLIME WITH ROME Panic",1247,33,90,1,5.929,0.205,34,6,1247,513,5.929
7,"=","BLACK KEYS Howlin' For You",1200,-12,-11,-50,5.896,0.049,34,2,1525,146,6.937
8,"=","MUMFORD & SONS The Cave",1157,-17,-106,-42,6.566,-0.186,34,3,1450,89,7.488
9,"=","RISE AGAINST Help Is On The Way",1110,0,-116,-14,5.633,-0.258,34,2,1492,103,7.451
10,"=","AWOLNATION Sail",1074,7,-40,-16,4.328,0.078,34,9,1114,130,4.715
11,"+1","SEETHER Country Song",991,3,24,-35,5.334,-0.011,34,11,995,180,5.345
12,"-1","CAGE THE ELEPHANT Shake Me Down",974,-25,-34,-44,5.998,-0.17,34,9,1181,47,7.17
13,"=","COLDPLAY Every Teardrop Is A Waterfall",960,28,510,-88,5.962,0.044,11,13,960,829,6.329
14,"=","NAKED AND FAMOUS Young Blood",933,5,21,-21,3.56,0.068,34,13,933,135,3.563
15,"=","YOUNG THE GIANT My Body",830,8,-48,5,3.058,-0.045,34,11,1149,54,4.668
16,"=","SICK PUPPIES Riptide",752,2,-8,-9,2.86,-0.009,34,16,771,77,2.938
17,"=","BEASTIE BOYS Make Some Noise",662,-40,-250,-44,1.954,-0.112,34,9,1232,29,4.945
18,"=","FOO FIGHTERS Walk",622,51,354,21,2.964,0.179,16,18,622,354,2.964
19,"=","REDLIGHT KING Old Man",573,6,-19,1,2.405,0.037,34,17,592,82,2.689
20,"=","DANGER MOUSE & DANIELE LUPPI Two Against...",532,5,30,-15,1.737,-0.011,34,19,532,99,2.155
21,"+3","ADELE Rolling In The Deep",504,9,10,12,3.029,0.024,34,17,522,38,3.181
22,"-1","LINKIN PARK Iridescent",503,-8,23,-27,2.297,0.004,34,19,511,114,2.386
23,"-1","CAGE THE ELEPHANT Around My Head",500,0,58,-31,1.819,0.02,34,22,500,123,1.819
24,"-1","JOY FORMIDABLE Whirring",496,-2,-12,-7,1.426,-0.023,34,18,508,64,1.449
25,"=","MY CHEMICAL ROMANCE Bulletproof Heart",467,-14,-27,-23,1.227,-0.04,34,19,494,67,1.412
26,"+2","311 Sunset In July",450,30,295,-18,2.673,0.088,8,26,450,323,2.673
27,"-1","AVENGED SEVENFOLD So Far Away",434,-5,37,-30,1.75,-0.055,34,25,439,115,1.805
28,"-1","THREE DAYS GRACE Lost In You",424,-4,-19,-15,1.527,0.013,34,18,449,56,1.527
29,"+1","RISE AGAINST Make It Stop (September's.....",406,16,136,-7,1.843,0.025,16,29,406,153,1.843
30,"-1","TWO DOOR CINEMA CLUB What You Know",401,2,38,-9,1.405,0,34,25,401,81,1.415
31,"=","CAKE Long Time",346,2,29,-13,1.098,0.01,34,28,346,63,1.13
32,"=","PANIC AT THE DISCO The Ballad Of Mona Li...",317,-16,-57,-37,1.52,-0.039,34,25,374,81,1.683
33,"=","NEON TREES Your Surrender",300,-3,-33,5,0.928,0.011,34,24,398,49,1.328
34,"=","PAPA ROACH Burn",267,1,-10,9,1.652,-0.006,34,25,405,41,2.4
35,"=","MUMFORD & SONS Roll Away Your Stone",261,4,63,-4,0.699,0,23,35,262,89,0.753
36,"=","KORN Get Up f/Skrillex",253,2,31,-7,0.941,0.024,34,33,253,46,0.941
37,"+1","TV ON THE RADIO Will Do",250,4,48,-3,0.699,0.002,34,34,250,51,0.699
38,"-1","BAYSIDE Sick Sick Sick",240,-8,-25,-9,0.602,-0.033,34,31,265,39,0.639
39,"=","STROKES Under Cover Of Darkness",238,1,-20,-10,0.71,0.003,34,18,452,41,1.234
40,"=","PARAMORE Monster",222,4,128,-23,1.466,-0.029,6,40,222,188,1.495
41,"=","SIXX A.M. Lies Of The Beautiful People",212,-3,25,-10,0.761,-0.009,34,37,215,37,0.77
42,"+1","LYKKE LI Get Some",204,-4,-12,-11,0.613,-0.025,34,33,230,40,1.009
43,"-1","DISTURBED Warrior",203,-5,7,-12,0.931,-0.027,34,35,208,41,0.958
44,"=","STROKES Taken For A Fool",195,2,8,-12,0.982,0.011,20,42,195,68,0.993
45,"=","10 YEARS Fix Me",180,2,23,3,0.838,-0.003,20,40,180,42,0.841
46,"=","MY MORNING JACKET Holdin On To Black Met...",178,1,15,-9,0.572,0.003,34,40,178,52,0.678
47,"+1","COMPANY OF THIEVES Death Of Communicatio...",167,2,11,-4,0.426,-0.003,34,42,167,46,0.477
48,"-1","MIDDLE CLASS RUT Busy Bein' Born",161,-4,10,-8,0.403,-0.004,30,43,165,46,0.407
49,"=","MANCHESTER ORCHESTRA April Fool",153,1,-17,-6,0.241,-0.006,34,39,183,23,0.34
50,"=","A DAY TO REMEMBER All Signs Point To Lau...",148,5,2,0,0.666,0.01,13,47,149,42,0.689
