"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
29,"=","CROSSES","The Epilogue",329,"-3",0,"-1",0.722,"-0.022",101,"--",28,356,58,0.911
30,"=","CHEVELLE","Take Out The Gunman",315,"+4",62,"-6",1.135,"+0.040",20,"--",30,315,172,1.135
31,"=","CHERUB","Doses & Mimosas",303,"+4",100,"-7",2.302,"-0.023",15,"--",31,303,115,2.325
32,"+1","SLEEPER AGENT","Waves",291,"+6",35,"+2",0.662,"+0.023",27,"--",32,291,77,0.662
33,"-1","U2","Invisible",285,"-7",-71,"+9",0.805,"-0.054",26,"--",25,601,601,5.142
34,"=","PORTUGAL. THE MAN","Modern Jesus",241,"-4",-9,"-9",0.674,"-0.027",131,"--",26,462,87,1.877
35,"=","SIR SLY","Gold",226,"+3",18,"+6",1.132,"+0.023",42,"--",35,226,41,1.24
36,"+3","ARCTIC MONKEYS","Why'd You Only Call Me When...",219,"+17",81,"+13",0.727,"+0.040",14,"--",36,219,81,0.727
37,"+1","MAGIC MAN","Paris",217,"+9",53,"+6",0.384,"-0.033",42,"--",37,217,70,0.557
38,"-1","MS MR","Think Of You",216,"+6",38,"+3",0.482,"+0.007",17,"--",37,216,69,0.482
39,"-3","TAME IMPALA","Feels Like We Only Go...",213,"+0",14,"-6",0.382,"-0.019",25,"--",36,213,56,0.428
40,"+2","SKATERS","Deadbolt",204,"+11",57,"+6",0.462,"+0.078",12,"--",40,204,57,0.462
41,"-1","HAIM","Forever",194,"-7",0,"-11",0.435,"-0.022",28,"--",37,205,64,0.744
42,"+1","AVENGED SEVENFOLD","Shepherd Of Fire",182,"-6",-47,"-3",0.317,"-0.011",75,"--",32,268,58,0.699
43,"+3","BIRDS OF TOKYO","Lanterns",177,"+17",93,"+2",1.793,"+0.120",4,"--",43,177,93,1.793
44,"=","BROODS","Bridges",175,"+0",9,"-1",0.625,"+0.002",14,"--",43,176,92,0.646
45,"=","MORNING PARADE","Alienation",175,"+1",-9,"+3",0.213,"+0.013",24,"--",41,186,48,0.347
46,"-5","KINGS OF LEON","Temple",175,"-20",-221,"+11",0.741,"-0.088",138,"--",17,760,129,2.936
47,"+1","BAND OF SKULLS","Asleep At The Wheel",156,"+6",36,"+1",0.276,"+0.007",7,"--",47,156,42,0.276
48,"-1","CAGE THE ELEPHANT","Take It Or Leave It",155,"-1",5,"-3",0.48,"-0.042",18,"--",44,156,48,0.522
49,"--","ORWELLS","Who Needs You",148,"--",60,"--",0.484,"--",1,"--",49,148,60,0.484
50,"-1","SEETHER","Weak",147,"+2",25,"+3",0.392,"+0.004",9,"--",48,147,25,0.392
