"Title","Artist","Spins"
"Pompeii","BASTILLE",2372
"Come A Little Clo...","CAGE THE ELEPHANT",2335
"Ways To Go","GROUPLOVE",2072
"Demons","IMAGINE DRAGONS",1797
"Out Of My League","FITZ & THE TANTRU...",1561
"Royals","LORDE",1478
"Sweater Weather","NEIGHBOURHOOD",1362
"City Of Angels","THIRTY SECONDS TO...",1322
"Sirens","PEARL JAM",1321
"Safe And Sound","CAPITAL CITIES",1318
"Hurricane","MS MR",1264
"Miss Jackson f/Lo...","PANIC! AT THE DIS...",1219
"A Light That Neve...","LINKIN PARK X STE...",1143
"Wake Me Up","AVICII",1114
"Do I Wanna Know?","ARCTIC MONKEYS",1059
"Team","LORDE",1000
"Afraid","NEIGHBOURHOOD",873
"Tessellate","ALT-J",751
"Reflektor","ARCADE FIRE",718
"Who We Are","SWITCHFOOT",704
"Shot At The Night","KILLERS",643
"Unbelievers","VAMPIRE WEEKEND",636
"House Of Gold","TWENTY ONE PILOTS",603
"Bleed Out","BLUE OCTOBER",576
"It's About Time","YOUNG THE GIANT",537
"The Mother We Sha...","CHVRCHES",523
"Heavy Bells","J. RODDY WALSTON/...",473
"Hail To The King","AVENGED SEVENFOLD",429
"Chocolate","THE 1975",416
"17 Crimes","AFI",410
"Atlas","COLDPLAY",403
"Pumpin Blood","NONONO",384
"I Sat By The Ocea...","QUEENS OF THE STO...",350
"Temple","KINGS OF LEON",336
"Little Games","COLOURIST",336
"Supersoaker","KINGS OF LEON",335
"Never Never","KORN",299
"Head On","MAN MAN",295
"Thiskidsnotalrigh...","AWOLNATION",283
"Hell And Back","AIRBORNE TOXIC EV...",278
"Kangaroo Court","CAPITAL CITIES",212
"Tonight You're Pe...","NEW POLITICS",197
"Follow My Feet","UNLIKELY CANDIDAT...",190
"By And Down","A PERFECT CIRCLE",153
"Modern Jesus","PORTUGAL. THE MAN",149
"Copy Of A","NINE INCH NAILS",144
"Get Me Golden","TERRAPLANE SUN",137
"Everything Is Deb...","HELLOGOODBYE",129
"Pretty Green","WHITE DENIM",120
"Right Back At It ...","A DAY TO REMEMBER",118
